"ID","Last Acquisition","Latitude","Longitude","Date","Time (UTC)","Heading","Speed","Official Dest","Official ETA","Draught"
399,"2020-06-17 16:52:38","36.71438 N","0.37198 W","2020-06-17","15:50","260.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
398,"2020-06-17 15:52:25","36.73485 N","0.23518 W","2020-06-17","14:49","255.0°","6.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
397,"2020-06-17 14:52:28","36.7645 N","0.02957 W","2020-06-17","13:19","257.6°","6.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
396,"2020-06-17 13:52:16","36.77775 N","0.03587 E","2020-06-17","12:50","258.0°","6.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
395,"2020-06-17 12:52:38","36.80457 N","0.18595 E","2020-06-17","11:46","262.0°","6.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
394,"2020-06-17 11:52:27","36.82082 N","0.31965 E","2020-06-17","10:49","260.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
393,"2020-06-17 10:52:13","36.84277 N","0.4863 E","2020-06-17","09:34","259.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
392,"2020-06-17 09:52:44","36.86015 N","0.58958 E","2020-06-17","08:47","255.0°","6.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
391,"2020-06-17 08:52:43","36.8801 N","0.71055 E","2020-06-17","07:50","256.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
390,"2020-06-17 07:52:31","36.90128 N","0.8427 E","2020-06-17","06:50","258.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
389,"2020-06-17 06:52:41","36.92013 N","0.98408 E","2020-06-17","05:46","266.0°","5.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
388,"2020-06-17 05:52:50","36.92898 N","1.11043 E","2020-06-17","04:47","266.0°","5.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
387,"2020-06-17 04:52:41","36.93927 N","1.2827 E","2020-06-17","03:23","267.0°","5.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
386,"2020-06-17 03:52:44","36.94315 N","1.35427 E","2020-06-17","02:50","264.0°","6.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
385,"2020-06-17 02:52:54","36.95618 N","1.49962 E","2020-06-17","01:46","263.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
384,"2020-06-17 01:52:30","36.96292 N","1.63582 E","2020-06-17","00:48","265.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
383,"2020-06-17 00:52:30","36.96812 N","1.76462 E","2020-06-16","23:50","267.0°","6.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
382,"2020-06-16 23:52:46","36.97867 N","1.89805 E","2020-06-16","22:48","262.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
381,"2020-06-16 22:52:29","36.9902 N","2.0297 E","2020-06-16","21:48","261.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
380,"2020-06-16 21:52:39","36.99853 N","2.15925 E","2020-06-16","20:46","266.0°","5.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
379,"2020-06-16 20:52:35","37.00462 N","2.26835 E","2020-06-16","19:50","270.0°","5.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
378,"2020-06-16 19:52:49","37.01258 N","2.38312 E","2020-06-16","18:48","261.0°","5.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
377,"2020-06-16 18:52:41","37.02108 N","2.48883 E","2020-06-16","17:51","267.0°","4.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
376,"2020-06-16 17:52:53","37.02903 N","2.6044 E","2020-06-16","16:50","264.0°","5.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
375,"2020-06-16 16:52:31","37.03878 N","2.72272 E","2020-06-16","15:49","266.0°","6.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
374,"2020-06-16 15:52:31","37.05008 N","2.84843 E","2020-06-16","14:51","263.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
373,"2020-06-16 14:52:10","37.06755 N","3.01832 E","2020-06-16","13:36","263.0°","6.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
372,"2020-06-16 13:52:41","37.07513 N","3.13815 E","2020-06-16","12:48","266.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
371,"2020-06-16 12:52:50","37.08168 N","3.29528 E","2020-06-16","11:51","268.0°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
370,"2020-06-16 11:52:41","37.08715 N","3.48093 E","2020-06-16","10:46","265.0°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
369,"2020-06-16 10:52:40","37.09922 N","3.64998 E","2020-06-16","09:46","266.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
368,"2020-06-16 09:52:23","37.10677 N","3.80165 E","2020-06-16","08:50","262.0°","7.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
367,"2020-06-16 08:52:24","37.11947 N","3.97107 E","2020-06-16","07:47","264.0°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
366,"2020-06-16 07:52:26","37.1339 N","4.13228 E","2020-06-16","06:45","265.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
365,"2020-06-16 06:52:39","37.14437 N","4.27808 E","2020-06-16","05:49","266.0°","7.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
364,"2020-06-16 05:52:29","37.1541 N","4.43757 E","2020-06-16","04:46","264.0°","7.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
363,"2020-06-16 04:52:42","37.16627 N","4.58023 E","2020-06-16","03:50","261.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
362,"2020-06-16 03:52:28","37.19013 N","4.73767 E","2020-06-16","02:49","257.0°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
361,"2020-06-16 02:52:16","37.21415 N","4.89995 E","2020-06-16","01:45","259.0°","7.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
360,"2020-06-16 01:52:31","37.23048 N","5.04713 E","2020-06-16","00:47","264.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
359,"2020-06-16 00:52:22","37.24582 N","5.19395 E","2020-06-15","23:50","262.5°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
358,"2020-06-15 23:52:15","37.26998 N","5.3925 E","2020-06-15","22:32","259.0°","7.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
357,"2020-06-15 22:52:29","37.2869 N","5.50728 E","2020-06-15","21:48","253.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
356,"2020-06-15 21:52:30","37.30927 N","5.65408 E","2020-06-15","20:51","258.5°","8.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
355,"2020-06-15 20:52:23","37.33338 N","5.82605 E","2020-06-15","19:51","263.0°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
354,"2020-06-15 19:52:50","37.3519 N","6.00218 E","2020-06-15","18:46","258.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
353,"2020-06-15 18:52:28","37.36838 N","6.15892 E","2020-06-15","17:47","261.0°","7.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
352,"2020-06-15 17:52:27","37.3888 N","6.31543 E","2020-06-15","16:49","260.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
351,"2020-06-15 16:52:38","37.40902 N","6.47683 E","2020-06-15","15:47","258.0°","7.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
350,"2020-06-15 15:52:35","37.42505 N","6.62205 E","2020-06-15","14:48","263.0°","6.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
349,"2020-06-15 14:52:50","37.44405 N","6.76128 E","2020-06-15","13:49","263.0°","6.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
348,"2020-06-15 13:52:43","37.46283 N","6.92777 E","2020-06-15","12:36","262.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
347,"2020-06-15 12:52:31","37.47278 N","7.03277 E","2020-06-15","11:51","261.0°","6.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
346,"2020-06-15 11:52:25","37.4907 N","7.17888 E","2020-06-15","10:50","255.0°","6.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
345,"2020-06-15 10:52:19","37.51425 N","7.32313 E","2020-06-15","09:48","258.0°","6.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
344,"2020-06-15 09:52:33","37.5309 N","7.45528 E","2020-06-15","08:51","257.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
343,"2020-06-15 08:52:29","37.5509 N","7.59935 E","2020-06-15","07:47","255.0°","6.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
342,"2020-06-15 07:52:43","37.57758 N","7.79378 E","2020-06-15","06:24","262.0°","6.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
341,"2020-06-15 06:52:33","37.59255 N","7.93757 E","2020-06-15","05:24","262.0°","6.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
340,"2020-06-15 05:52:30","37.61172 N","8.04535 E","2020-06-15","04:38","251.0°","7.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
339,"2020-06-15 04:52:38","37.64047 N","8.20242 E","2020-06-15","03:36","260.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
338,"2020-06-15 03:52:24","37.65843 N","8.34575 E","2020-06-15","02:43","260.0°","7.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
337,"2020-06-15 02:52:38","37.6756 N","8.50518 E","2020-06-15","01:45","264.0°","7.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
336,"2020-06-15 01:52:13","37.69687 N","8.69642 E","2020-06-15","00:33","261.0°","7.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
335,"2020-06-15 00:52:35","37.70605 N","8.85487 E","2020-06-14","23:28","266.0°","6.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
334,"2020-06-14 23:52:32","37.71182 N","9.00647 E","2020-06-14","22:21","271.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
333,"2020-06-14 22:52:32","37.70633 N","9.14003 E","2020-06-14","21:21","276.0°","6.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
332,"2020-06-14 21:52:20","37.69615 N","9.27405 E","2020-06-14","20:20","275.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
331,"2020-06-14 20:52:30","37.68448 N","9.40998 E","2020-06-14","19:20","275.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
330,"2020-06-14 19:52:12","37.6782 N","9.51313 E","2020-06-14","18:34","274.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
329,"2020-06-14 18:52:31","37.66933 N","9.68882 E","2020-06-14","17:19","273.0°","7.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
328,"2020-06-14 17:52:37","37.66588 N","9.76292 E","2020-06-14","16:48","275.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
327,"2020-06-14 16:52:13","37.657 N","9.90067 E","2020-06-14","15:49","276.0°","6.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
326,"2020-06-14 15:52:41","37.65057 N","10.03728 E","2020-06-14","14:48","271.0°","6.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
325,"2020-06-14 14:52:42","37.64757 N","10.1709 E","2020-06-14","13:48","267.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
324,"2020-06-14 13:52:32","37.63658 N","10.30375 E","2020-06-14","12:47","286.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
323,"2020-06-14 12:52:15","37.60817 N","10.43033 E","2020-06-14","11:49","285.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
322,"2020-06-14 11:52:18","37.57213 N","10.60888 E","2020-06-14","10:27","283.0°","6.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
321,"2020-06-14 10:52:45","37.55442 N","10.69563 E","2020-06-14","09:48","283.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
320,"2020-06-14 09:52:29","37.52732 N","10.83122 E","2020-06-14","08:47","282.0°","6.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
319,"2020-06-14 08:53:02","37.502 N","10.964 E","2020-06-14","07:52","283.0°","7.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
318,"2020-06-14 07:52:42","37.47107 N","11.1148 E","2020-06-14","06:51","285.0°","7.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
317,"2020-06-14 06:52:23","37.4269 N","11.2627 E","2020-06-14","05:49","295.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
316,"2020-06-14 05:52:28","37.38202 N","11.41733 E","2020-06-14","04:47","284.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
315,"2020-06-14 04:52:15","37.35043 N","11.56942 E","2020-06-14","03:46","286.0°","7.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
314,"2020-06-14 03:52:35","37.32002 N","11.70812 E","2020-06-14","02:52","285.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
313,"2020-06-14 02:52:20","37.28865 N","11.85957 E","2020-06-14","01:51","282.0°","7.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
312,"2020-06-14 01:52:18","37.2571 N","12.00792 E","2020-06-14","00:50","286.0°","7.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
311,"2020-06-14 00:52:25","37.22205 N","12.15008 E","2020-06-13","23:50","289.0°","6.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
310,"2020-06-13 23:52:24","37.17423 N","12.29143 E","2020-06-13","22:49","296.0°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
309,"2020-06-13 22:52:50","37.12388 N","12.42963 E","2020-06-13","21:49","291.0°","6.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
308,"2020-06-13 21:52:45","37.08027 N","12.5642 E","2020-06-13","20:49","287.0°","6.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
307,"2020-06-13 20:52:30","37.04297 N","12.70375 E","2020-06-13","19:47","285.0°","7.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
306,"2020-06-13 19:52:26","36.99373 N","12.89707 E","2020-06-13","18:31","288.5°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
305,"2020-06-13 18:52:26","36.9628 N","13.00455 E","2020-06-13","17:51","290.9°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
304,"2020-06-13 17:52:30","36.9151 N","13.16122 E","2020-06-13","16:52","291.7°","8.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
303,"2020-06-13 16:52:29","36.86458 N","13.3172 E","2020-06-13","15:51","290.5°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
302,"2020-06-13 15:52:33","36.81723 N","13.47235 E","2020-06-13","14:51","291.9°","7.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
301,"2020-06-13 14:52:24","36.76987 N","13.62507 E","2020-06-13","13:51","289.2°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
300,"2020-06-13 13:52:24","36.71688 N","13.79913 E","2020-06-13","12:40","293.4°","7.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
299,"2020-06-13 12:52:22","36.67607 N","13.91873 E","2020-06-13","11:51","292.2°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
298,"2020-06-13 11:52:42","36.62885 N","14.06508 E","2020-06-13","10:51","291.8°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
297,"2020-06-13 10:52:31","36.58243 N","14.20858 E","2020-06-13","09:51","292.7°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
296,"2020-06-13 09:52:17","36.53613 N","14.35272 E","2020-06-13","08:51","292.1°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
295,"2020-06-13 08:52:27","36.4912 N","14.49753 E","2020-06-13","07:51","291.3°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
294,"2020-06-13 07:52:27","36.47523 N","14.65088 E","2020-06-13","06:51","269.0°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
293,"2020-06-13 06:52:29","36.47563 N","14.80655 E","2020-06-13","05:51","271.3°","7.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
292,"2020-06-13 05:52:42","36.47428 N","14.98912 E","2020-06-13","04:38","272.1°","6.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
291,"2020-06-13 04:52:39","36.47355 N","15.11662 E","2020-06-13","03:48","270.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
290,"2020-06-13 03:52:30","36.46922 N","15.27708 E","2020-06-13","02:47","273.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
289,"2020-06-13 02:52:46","36.46188 N","15.43575 E","2020-06-13","01:47","271.0°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
288,"2020-06-13 01:52:14","36.45427 N","15.6045 E","2020-06-13","00:48","274.0°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
287,"2020-06-13 00:52:34","36.45283 N","15.76732 E","2020-06-12","23:51","270.0°","8.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
286,"2020-06-12 23:52:27","36.45232 N","15.94465 E","2020-06-12","22:50","271.0°","8.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
285,"2020-06-12 22:52:24","36.45105 N","16.11603 E","2020-06-12","21:49","270.0°","7.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
284,"2020-06-12 21:52:39","36.4496 N","16.27543 E","2020-06-12","20:49","269.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
283,"2020-06-12 20:52:54","36.44735 N","16.43207 E","2020-06-12","19:49","270.0°","7.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
282,"2020-06-12 19:52:33","36.4409 N","16.5962 E","2020-06-12","18:48","276.0°","8.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
281,"2020-06-12 18:52:45","36.44765 N","16.76157 E","2020-06-12","17:51","268.0°","8.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
280,"2020-06-12 17:52:17","36.44507 N","16.97132 E","2020-06-12","16:41","270.0°","8.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
279,"2020-06-12 16:52:32","36.4398 N","17.12163 E","2020-06-12","15:52","271.0°","8.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
278,"2020-06-12 15:52:17","36.43645 N","17.31437 E","2020-06-12","14:45","271.0°","8.3 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
277,"2020-06-12 14:52:29","36.43493 N","17.50343 E","2020-06-12","13:39","272.0°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
276,"2020-06-12 13:52:25","36.43058 N","17.6394 E","2020-06-12","12:51","272.0°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
275,"2020-06-12 12:52:23","36.4227 N","17.82537 E","2020-06-12","11:45","273.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
274,"2020-06-12 11:52:17","36.42168 N","18.01168 E","2020-06-12","10:37","270.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
273,"2020-06-12 10:52:21","36.4113 N","18.15075 E","2020-06-12","09:47","271.0°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
272,"2020-06-12 09:52:34","36.40595 N","18.38122 E","2020-06-12","08:24","272.0°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
271,"2020-06-12 08:52:26","36.4038 N","18.48243 E","2020-06-12","07:48","270.0°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
270,"2020-06-12 07:52:33","36.40093 N","18.67718 E","2020-06-12","06:37","270.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
269,"2020-06-12 06:52:50","36.40152 N","18.80247 E","2020-06-12","05:50","267.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
268,"2020-06-12 05:52:40","36.4045 N","18.9635 E","2020-06-12","04:51","270.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
267,"2020-06-12 04:52:21","36.38925 N","19.19367 E","2020-06-12","03:29","275.0°","8.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
266,"2020-06-12 03:52:14","36.38347 N","19.35242 E","2020-06-12","02:35","271.0°","8.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
265,"2020-06-12 02:52:25","36.3794 N","19.51625 E","2020-06-12","01:37","271.0°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
264,"2020-06-12 01:52:46","36.38238 N","19.69987 E","2020-06-12","00:31","269.0°","8.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
263,"2020-06-12 00:52:44","36.38417 N","19.87002 E","2020-06-11","23:30","271.0°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
262,"2020-06-11 23:52:52","36.3814 N","20.03662 E","2020-06-11","22:29","268.0°","7.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
261,"2020-06-11 22:52:29","36.38057 N","20.21193 E","2020-06-11","21:24","271.0°","7.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
260,"2020-06-11 21:52:38","36.37868 N","20.32063 E","2020-06-11","20:43","271.0°","7.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
259,"2020-06-11 20:52:59","36.37568 N","20.50145 E","2020-06-11","19:36","272.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
258,"2020-06-11 19:52:38","36.36585 N","20.65923 E","2020-06-11","18:39","271.0°","8.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
257,"2020-06-11 18:52:41","36.36228 N","20.83718 E","2020-06-11","17:34","272.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
256,"2020-06-11 17:52:30","36.36228 N","21.00068 E","2020-06-11","16:35","270.0°","7.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
255,"2020-06-11 16:52:32","36.35928 N","21.17022 E","2020-06-11","15:32","273.0°","7.7 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
254,"2020-06-11 15:52:34","36.35325 N","21.31608 E","2020-06-11","14:38","274.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
253,"2020-06-11 14:52:21","36.35047 N","21.48245 E","2020-06-11","13:33","274.0°","7.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
252,"2020-06-11 13:52:08","36.34017 N","21.62612 E","2020-06-11","12:34","271.0°","6.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
251,"2020-06-11 12:52:42","36.34295 N","21.90012 E","2020-06-11","10:41","271.0°","7.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
250,"2020-06-11 11:52:38","36.34295 N","21.90012 E","2020-06-11","10:41","271.0°","7.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
249,"2020-06-11 10:52:32","36.33532 N","22.28418 E","2020-06-11","08:11","270.0°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
248,"2020-06-11 09:52:36","36.33532 N","22.28418 E","2020-06-11","08:11","270.0°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
247,"2020-06-11 08:52:18","36.33265 N","22.43715 E","2020-06-11","07:11","272.0°","7.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
246,"2020-06-11 07:52:19","36.35908 N","22.62058 E","2020-06-11","05:57","253.4°","7.0 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
245,"2020-06-11 06:52:20","36.37327 N","22.6814 E","2020-06-11","05:30","253.0°","6.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
244,"2020-06-11 05:52:21","36.41628 N","22.90057 E","2020-06-11","04:00","259.3°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
243,"2020-06-11 04:52:28","36.4217 N","22.9309 E","2020-06-11","03:49","258.3°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
242,"2020-06-11 03:52:33","36.41875 N","23.07132 E","2020-06-11","02:51","278.0°","7.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
241,"2020-06-11 02:52:40","36.4188 N","23.26353 E","2020-06-11","01:39","245.1°","8.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
240,"2020-06-11 01:52:29","36.45008 N","23.39183 E","2020-06-11","00:52","257.4°","7.8 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
239,"2020-06-11 00:52:18","36.48012 N","23.54802 E","2020-06-10","23:51","256.6°","7.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
238,"2020-06-10 23:52:50","36.51303 N","23.69035 E","2020-06-10","22:52","253.7°","7.1 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
237,"2020-06-10 22:52:39","36.54513 N","23.82562 E","2020-06-10","21:51","254.0°","6.2 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
236,"2020-06-10 21:52:21","36.57632 N","23.94095 E","2020-06-10","20:51","255.2°","5.5 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
235,"2020-06-10 20:52:33","36.60558 N","24.05307 E","2020-06-10","19:51","248.6°","5.6 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
234,"2020-06-10 19:52:29","36.65933 N","24.14608 E","2020-06-10","18:49","230.7°","5.9 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
233,"2020-06-10 18:52:34","36.72208 N","24.2413 E","2020-06-10","17:51","232.8°","6.4 kn","BIRKENHEAD","Jun 24, 12:00","4.7 m"
232,"2020-06-10 17:52:32","36.7695 N","24.34463 E","2020-06-10","16:51","298.4°","6.3 kn","ADAMAS","Jun 7, 09:00","4.7 m"
231,"2020-06-10 16:52:33","36.71757 N","24.45037 E","2020-06-10","15:48","258.5°","0.4 kn","ADAMAS","Jun 7, 09:00","4.7 m"
230,"2020-06-10 15:52:34","36.71783 N","24.45127 E","2020-06-10","14:50","51.7°","0.2 kn","ADAMAS","Jun 7, 09:00","4.7 m"
229,"2020-06-10 13:52:42","36.8345 N","24.4486 E","2020-06-10","12:51","243.4°","7.3 kn","ADAMAS","Jun 7, 09:00","3.0 m"
228,"2020-06-10 12:52:17","36.86263 N","24.59787 E","2020-06-10","11:51","268.5°","7.8 kn","ADAMAS","Jun 7, 09:00","3.0 m"
