"ID","Last Acquisition","Latitude","Longitude","Date","Time (UTC)","Heading","Speed","Official Dest","Official ETA","Draught"
1459,"2020-08-24 02:52:13","35.71525 N","13.31345 E","2020-08-24","00:21","328.7°","5.3 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1458,"2020-08-24 01:51:57","35.67855 N","13.33557 E","2020-08-23","23:49","345.7°","3.4 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1457,"2020-08-24 00:52:19","35.61512 N","13.36678 E","2020-08-23","22:51","336.6°","4.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1456,"2020-08-23 23:51:59","35.54988 N","13.40353 E","2020-08-23","21:51","332.8°","3.9 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1455,"2020-08-23 22:52:16","35.48015 N","13.448 E","2020-08-23","20:45","337.2°","4.5 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1454,"2020-08-23 21:52:14","35.36278 N","13.5273 E","2020-08-23","19:14","334.8°","5.0 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1453,"2020-08-23 20:52:24","35.33172 N","13.54523 E","2020-08-23","18:49","335.9°","5.4 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1452,"2020-08-23 19:52:14","35.14532 N","13.65212 E","2020-08-23","16:59","332.0°","7.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1451,"2020-08-23 18:52:16","35.1236 N","13.66592 E","2020-08-23","16:47","329.0°","7.2 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1450,"2020-08-23 17:52:15","34.9764 N","13.7639 E","2020-08-23","15:24","335.2°","7.4 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1449,"2020-08-23 16:52:18","34.7872 N","13.87363 E","2020-08-23","13:43","335.8°","7.6 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1448,"2020-08-23 15:52:17","34.7872 N","13.87363 E","2020-08-23","13:43","335.8°","7.6 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1447,"2020-08-23 14:52:32","34.68327 N","13.93467 E","2020-08-23","12:49","336.0°","7.6 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1446,"2020-08-23 13:52:02","34.39977 N","14.11293 E","2020-08-23","10:21","332.0°","7.8 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1445,"2020-08-23 12:52:17","34.39977 N","14.11293 E","2020-08-23","10:21","332.0°","7.8 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1444,"2020-08-23 11:52:17","34.34067 N","14.15042 E","2020-08-23","09:51","332.0°","7.6 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1443,"2020-08-23 10:52:09","34.11378 N","14.28253 E","2020-08-23","07:56","333.8°","8.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1442,"2020-08-23 09:52:06","34.10355 N","14.2885 E","2020-08-23","07:51","335.0°","8.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1441,"2020-08-23 08:52:05","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1440,"2020-08-23 07:52:21","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1439,"2020-08-23 06:52:17","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1438,"2020-08-23 05:52:13","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1437,"2020-08-23 04:52:14","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","TNBIZ","Aug 24, 22:00","3.0 m"
1436,"2020-08-23 03:52:19","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1435,"2020-08-23 02:52:13","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1434,"2020-08-23 01:52:15","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1433,"2020-08-23 00:52:13","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1432,"2020-08-22 23:52:29","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1431,"2020-08-22 22:52:05","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1430,"2020-08-22 21:52:31","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1429,"2020-08-22 20:52:22","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1428,"2020-08-22 19:52:19","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1427,"2020-08-22 18:52:08","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1426,"2020-08-22 17:52:26","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1425,"2020-08-22 16:52:04","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1424,"2020-08-22 15:52:20","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1423,"2020-08-22 14:52:21","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1422,"2020-08-22 13:52:10","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1421,"2020-08-22 12:52:31","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1420,"2020-08-22 11:52:29","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1419,"2020-08-22 10:52:21","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1418,"2020-08-22 09:52:26","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1417,"2020-08-22 08:52:19","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1416,"2020-08-22 07:52:12","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1415,"2020-08-22 06:52:05","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1414,"2020-08-22 05:52:24","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1413,"2020-08-22 04:52:30","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1412,"2020-08-22 03:52:19","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1411,"2020-08-22 02:52:01","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1410,"2020-08-22 01:52:04","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1409,"2020-08-22 00:52:03","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1408,"2020-08-21 23:52:20","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1407,"2020-08-21 22:51:58","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1406,"2020-08-21 21:52:12","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1405,"2020-08-21 20:52:20","32.37232 N","15.2666 E","2020-08-21","16:24","29.6°","0.1 kn","LYMRA","Aug 19, 10:00","3.8 m"
1404,"2020-07-29 16:52:11","36.29478 N","4.47772 W","2020-07-29","14:51","84.1°","0.2 kn","ORDER","Jul 28, 04:00","3.2 m"
1403,"2020-07-29 15:52:24","36.29127 N","4.48512 W","2020-07-29","13:51","46.7°","0.5 kn","ORDER","Jul 28, 04:00","3.2 m"
1402,"2020-07-29 14:52:26","36.28428 N","4.49417 W","2020-07-29","12:51","34.3°","0.6 kn","ORDER","Jul 28, 04:00","3.2 m"
1401,"2020-07-29 13:52:00","36.27602 N","4.49973 W","2020-07-29","11:51","32.9°","0.5 kn","ORDER","Jul 28, 04:00","3.2 m"
1400,"2020-07-29 12:52:07","36.26915 N","4.50075 W","2020-07-29","10:51","349.5°","0.2 kn","ORDER","Jul 28, 04:00","3.2 m"
1399,"2020-07-29 11:52:28","36.2638 N","4.4986 W","2020-07-29","09:51","349.5°","0.3 kn","ORDER","Jul 28, 04:00","3.2 m"
1398,"2020-07-29 10:52:17","36.26053 N","4.49872 W","2020-07-29","08:51","105.0°","0.1 kn","ORDER","Jul 28, 04:00","3.2 m"
1397,"2020-07-29 09:52:31","36.31438 N","4.53453 W","2020-07-29","07:52","152.2°","6.1 kn","ORDER","Jul 28, 04:00","3.2 m"
1396,"2020-07-29 08:52:21","36.35785 N","4.57398 W","2020-07-29","06:51","27.2°","0.6 kn","ORDER","Jul 28, 04:00","3.2 m"
1395,"2020-07-29 07:52:27","36.34547 N","4.58038 W","2020-07-29","05:52","19.1°","0.9 kn","ORDER","Jul 28, 04:00","3.2 m"
1394,"2020-07-29 06:52:28","36.3287 N","4.58535 W","2020-07-29","04:52","4.2°","1.0 kn","ORDER","Jul 28, 04:00","3.2 m"
1393,"2020-07-29 05:52:02","36.31302 N","4.5854 W","2020-07-29","03:51","359.8°","0.9 kn","ORDER","Jul 28, 04:00","3.2 m"
1392,"2020-07-29 04:52:12","36.29753 N","4.58478 W","2020-07-29","02:51","350.6°","0.9 kn","ORDER","Jul 28, 04:00","3.2 m"
1391,"2020-07-29 03:52:28","36.2823 N","4.5886 W","2020-07-29","01:52","20.7°","0.9 kn","ORDER","Jul 28, 04:00","3.2 m"
1390,"2020-07-29 02:52:24","36.27242 N","4.5923 W","2020-07-29","00:51","5.8°","0.3 kn","ORDER","Jul 28, 04:00","3.2 m"
1389,"2020-07-29 01:52:16","36.2665 N","4.59395 W","2020-07-28","23:51","48.3°","0.2 kn","ORDER","Jul 28, 04:00","3.2 m"
1388,"2020-07-29 00:52:12","36.2653 N","4.59652 W","2020-07-28","22:51","94.8°","0.1 kn","ORDER","Jul 28, 04:00","3.2 m"
1387,"2020-07-28 23:52:15","36.26418 N","4.60027 W","2020-07-28","21:51","85.6°","0.3 kn","ORDER","Jul 28, 04:00","3.2 m"
1386,"2020-07-28 22:52:01","36.25672 N","4.64572 W","2020-07-28","20:51","66.7°","0.8 kn","ORDER","Jul 28, 04:00","3.2 m"
1385,"2020-07-28 21:52:23","36.21897 N","4.75525 W","2020-07-28","19:52","78.4°","7.9 kn","ORDER","Jul 28, 04:00","3.2 m"
1384,"2020-07-28 20:52:23","36.17298 N","4.89658 W","2020-07-28","18:51","49.5°","7.2 kn","ORDER","Jul 28, 04:00","3.2 m"
1383,"2020-07-28 19:52:05","36.14833 N","4.99218 W","2020-07-28","17:51","76.6°","8.5 kn","ORDER","Jul 28, 04:00","3.2 m"
1382,"2020-07-28 18:52:22","36.11925 N","5.1614 W","2020-07-28","16:51","79.3°","8.2 kn","ORDER","Jul 28, 04:00","3.2 m"
1381,"2020-07-28 17:52:16","36.09558 N","5.34107 W","2020-07-28","15:51","110.0°","7.1 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1380,"2020-07-28 16:52:13","36.08792 N","5.33372 W","2020-07-28","10:19","244.6°","3.0 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1379,"2020-07-28 15:52:14","36.08792 N","5.33372 W","2020-07-28","10:19","244.6°","3.0 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1378,"2020-07-28 14:52:11","36.08792 N","5.33372 W","2020-07-28","10:19","244.6°","3.0 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1377,"2020-07-28 13:52:04","36.08792 N","5.33372 W","2020-07-28","10:19","244.6°","3.0 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1376,"2020-07-28 12:52:06","36.08792 N","5.33372 W","2020-07-28","10:19","244.6°","3.0 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1375,"2020-07-28 11:52:13","36.07803 N","5.27965 W","2020-07-28","09:47","40.0°","0.4 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1374,"2020-07-28 10:52:18","36.06317 N","5.17913 W","2020-07-28","08:50","280.4°","7.2 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1373,"2020-07-28 09:51:58","36.03172 N","5.06247 W","2020-07-28","07:51","64.6°","10.0 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1372,"2020-07-28 08:52:03","35.89908 N","6.24695 W","2020-07-28","00:42","98.9°","8.0 kn","GIBRALTAR","Jul 28, 04:00","3.2 m"
1371,"2020-07-28 07:52:09","35.89908 N","6.24695 W","2020-07-28","00:42","98.9°","8.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1370,"2020-07-28 06:52:20","35.89908 N","6.24695 W","2020-07-28","00:42","98.9°","8.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1369,"2020-07-28 05:52:14","35.89908 N","6.24695 W","2020-07-28","00:42","98.9°","8.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1368,"2020-07-28 04:52:04","35.89908 N","6.24695 W","2020-07-28","00:42","98.9°","8.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1367,"2020-07-28 03:52:20","35.89908 N","6.24695 W","2020-07-28","00:42","98.9°","8.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1366,"2020-07-28 02:52:17","35.89908 N","6.24695 W","2020-07-28","00:42","98.9°","8.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1365,"2020-07-28 01:52:19","35.92128 N","6.3822 W","2020-07-27","23:50","104.4°","7.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1364,"2020-07-28 00:52:21","35.9611 N","6.56125 W","2020-07-27","22:39","107.5°","7.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1363,"2020-07-27 23:52:17","35.98923 N","6.67768 W","2020-07-27","21:50","103.4°","7.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1362,"2020-07-27 22:52:19","36.01827 N","6.81013 W","2020-07-27","20:52","104.9°","6.7 kn","CEUTA","Jul 28, 04:00","3.2 m"
1361,"2020-07-27 21:52:00","36.04955 N","6.95282 W","2020-07-27","19:51","105.4°","7.3 kn","CEUTA","Jul 28, 04:00","3.2 m"
1360,"2020-07-27 20:52:32","36.07777 N","7.0907 W","2020-07-27","18:51","103.3°","6.7 kn","CEUTA","Jul 28, 04:00","3.2 m"
1359,"2020-07-27 19:52:00","36.10762 N","7.22743 W","2020-07-27","17:51","105.6°","7.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1358,"2020-07-27 18:52:00","36.13875 N","7.37767 W","2020-07-27","16:51","105.9°","7.7 kn","CEUTA","Jul 28, 04:00","3.2 m"
1357,"2020-07-27 17:52:19","36.17513 N","7.54263 W","2020-07-27","15:51","106.5°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1356,"2020-07-27 16:52:14","36.21332 N","7.71498 W","2020-07-27","14:51","101.3°","8.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1355,"2020-07-27 15:52:02","36.25065 N","7.88787 W","2020-07-27","13:51","104.9°","8.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1354,"2020-07-27 14:52:21","36.28397 N","8.0552 W","2020-07-27","12:51","100.9°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1353,"2020-07-27 13:52:02","36.31602 N","8.2234 W","2020-07-27","11:50","105.2°","8.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1352,"2020-07-27 12:52:07","36.35135 N","8.39348 W","2020-07-27","10:51","101.8°","8.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1351,"2020-07-27 11:52:20","36.38348 N","8.55947 W","2020-07-27","09:52","103.7°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1350,"2020-07-27 10:52:14","36.418 N","8.72295 W","2020-07-27","08:50","105.4°","7.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1349,"2020-07-27 09:52:27","36.45412 N","8.87562 W","2020-07-27","07:51","108.3°","7.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1348,"2020-07-27 08:52:15","36.49263 N","9.02587 W","2020-07-27","06:51","110.0°","7.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1347,"2020-07-27 07:52:28","36.53513 N","9.17177 W","2020-07-27","05:50","114.5°","7.1 kn","CEUTA","Jul 28, 04:00","3.2 m"
1346,"2020-07-27 06:51:58","36.5783 N","9.30937 W","2020-07-27","04:50","139.5°","7.3 kn","CEUTA","Jul 28, 04:00","3.2 m"
1345,"2020-07-27 05:52:31","36.66868 N","9.41217 W","2020-07-27","03:51","129.1°","7.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1344,"2020-07-27 04:52:21","36.75602 N","9.51168 W","2020-07-27","02:51","144.0°","7.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1343,"2020-07-27 03:52:04","36.85763 N","9.58632 W","2020-07-27","01:50","169.4°","7.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1342,"2020-07-27 02:52:11","36.9808 N","9.61112 W","2020-07-27","00:51","165.3°","7.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1341,"2020-07-27 01:52:10","37.1044 N","9.64627 W","2020-07-26","23:51","169.1°","7.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1340,"2020-07-27 00:52:16","37.22673 N","9.68055 W","2020-07-26","22:51","165.9°","7.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1339,"2020-07-26 23:52:14","37.35127 N","9.7126 W","2020-07-26","21:51","172.0°","7.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1338,"2020-07-26 22:52:19","37.46915 N","9.74277 W","2020-07-26","20:51","164.7°","7.1 kn","CEUTA","Jul 28, 04:00","3.2 m"
1337,"2020-07-26 21:52:06","37.58792 N","9.78063 W","2020-07-26","19:51","171.7°","7.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1336,"2020-07-26 20:52:32","37.71458 N","9.819 W","2020-07-26","18:51","164.6°","7.8 kn","CEUTA","Jul 28, 04:00","3.2 m"
1335,"2020-07-26 19:52:28","37.84543 N","9.85682 W","2020-07-26","17:51","166.5°","8.8 kn","CEUTA","Jul 28, 04:00","3.2 m"
1334,"2020-07-26 18:52:09","37.98493 N","9.89938 W","2020-07-26","16:51","166.8°","8.8 kn","CEUTA","Jul 28, 04:00","3.2 m"
1333,"2020-07-26 17:52:23","38.1282 N","9.93922 W","2020-07-26","15:51","169.6°","8.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1332,"2020-07-26 16:52:02","38.26825 N","9.98115 W","2020-07-26","14:51","168.5°","8.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1331,"2020-07-26 15:52:26","38.40358 N","10.01185 W","2020-07-26","13:50","173.5°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1330,"2020-07-26 14:52:11","38.53473 N","10.04442 W","2020-07-26","12:51","163.7°","7.8 kn","CEUTA","Jul 28, 04:00","3.2 m"
1329,"2020-07-26 13:52:18","38.66103 N","10.08158 W","2020-07-26","11:51","163.6°","7.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1328,"2020-07-26 12:52:12","38.77973 N","10.09917 W","2020-07-26","10:51","174.1°","7.7 kn","CEUTA","Jul 28, 04:00","3.2 m"
1327,"2020-07-26 11:52:20","38.91063 N","10.1064 W","2020-07-26","09:51","182.0°","7.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1326,"2020-07-26 10:52:21","39.04053 N","10.10668 W","2020-07-26","08:51","176.3°","7.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1325,"2020-07-26 09:52:19","39.17467 N","10.10663 W","2020-07-26","07:49","177.2°","8.1 kn","CEUTA","Jul 28, 04:00","3.2 m"
1324,"2020-07-26 08:52:19","39.2959 N","10.114 W","2020-07-26","06:51","178.0°","7.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1323,"2020-07-26 07:52:04","39.4479 N","10.1117 W","2020-07-26","05:47","180.1°","8.7 kn","CEUTA","Jul 28, 04:00","3.2 m"
1322,"2020-07-26 06:52:01","39.58622 N","10.11155 W","2020-07-26","04:51","179.7°","8.7 kn","CEUTA","Jul 28, 04:00","3.2 m"
1321,"2020-07-26 05:52:19","39.7308 N","10.11327 W","2020-07-26","03:50","178.1°","8.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1320,"2020-07-26 04:52:00","39.87363 N","10.11525 W","2020-07-26","02:49","179.8°","8.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1319,"2020-07-26 03:52:20","40.02308 N","10.11927 W","2020-07-26","01:48","178.5°","9.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1318,"2020-07-26 02:52:13","40.16242 N","10.1205 W","2020-07-26","00:51","177.7°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1317,"2020-07-26 01:52:08","40.3541 N","10.1159 W","2020-07-25","23:31","182.6°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1316,"2020-07-26 00:52:06","40.4537 N","10.11782 W","2020-07-25","22:51","179.8°","8.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1315,"2020-07-25 23:52:30","40.60078 N","10.11628 W","2020-07-25","21:49","183.0°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1314,"2020-07-25 22:51:59","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1313,"2020-07-25 21:52:19","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1312,"2020-07-25 20:52:25","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1311,"2020-07-25 19:52:35","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1310,"2020-07-25 18:52:29","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1309,"2020-07-25 17:52:29","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1308,"2020-07-25 15:52:07","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1307,"2020-07-25 14:52:14","41.99567 N","10.11306 W","2020-07-25","12:17","180.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1306,"2020-07-25 13:52:18","42.0693 N","10.11533 W","2020-07-25","11:47","175.0°","8.3 kn","CEUTA","Jul 28, 04:00","3.2 m"
1305,"2020-07-25 12:51:55","42.2211 N","10.1127 W","2020-07-25","10:45","182.0°","9.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1304,"2020-07-25 11:52:31","42.36617 N","10.1107 W","2020-07-25","09:50","181.0°","9.1 kn","CEUTA","Jul 28, 04:00","3.2 m"
1303,"2020-07-25 10:52:03","42.52312 N","10.11188 W","2020-07-25","08:49","175.0°","9.0 kn","CEUTA","Jul 28, 04:00","3.2 m"
1302,"2020-07-25 09:52:13","42.66977 N","10.10891 W","2020-07-25","07:48","180.0°","8.3 kn","CEUTA","Jul 28, 04:00","3.2 m"
1301,"2020-07-25 08:52:01","42.81527 N","10.11123 W","2020-07-25","06:47","178.0°","8.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1300,"2020-07-25 07:52:09","42.96515 N","10.11508 W","2020-07-25","05:46","181.0°","8.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1299,"2020-07-25 06:52:18","43.3587 N","10.0474 W","2020-07-25","02:54","210.0°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1298,"2020-07-25 05:52:15","43.3587 N","10.0474 W","2020-07-25","02:54","210.0°","8.2 kn","CEUTA","Jul 28, 04:00","3.2 m"
1297,"2020-07-25 04:52:25","43.37108 N","10.03701 W","2020-07-25","02:47","211.0°","8.3 kn","CEUTA","Jul 28, 04:00","3.2 m"
1296,"2020-07-25 03:52:23","43.49147 N","9.93985 W","2020-07-25","01:46","206.0°","8.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1295,"2020-07-25 02:52:11","43.60785 N","9.86375 W","2020-07-25","00:51","201.0°","8.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1294,"2020-07-25 01:52:07","43.7455 N","9.8011 W","2020-07-24","23:49","199.0°","8.5 kn","CEUTA","Jul 28, 04:00","3.2 m"
1293,"2020-07-25 00:52:25","43.92573 N","9.71681 W","2020-07-24","22:30","195.0°","8.6 kn","CEUTA","Jul 28, 04:00","3.2 m"
1292,"2020-07-24 23:52:18","44.0237 N","9.67763 W","2020-07-24","21:48","195.0°","8.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1291,"2020-07-24 22:52:09","44.16405 N","9.6045 W","2020-07-24","20:46","197.0°","8.8 kn","CEUTA","Jul 28, 04:00","3.2 m"
1290,"2020-07-24 21:52:21","44.30547 N","9.54211 W","2020-07-24","19:46","196.0°","8.3 kn","CEUTA","Jul 28, 04:00","3.2 m"
1289,"2020-07-24 20:52:06","44.42708 N","9.49025 W","2020-07-24","18:50","195.0°","8.1 kn","CEUTA","Jul 28, 04:00","3.2 m"
1288,"2020-07-24 19:52:12","44.70922 N","9.3593 W","2020-07-24","16:39","195.0°","7.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1287,"2020-07-24 18:52:31","44.70922 N","9.3593 W","2020-07-24","16:39","195.0°","7.9 kn","CEUTA","Jul 28, 04:00","3.2 m"
1286,"2020-07-24 17:52:21","45.19948 N","9.1248 W","2020-07-24","12:56","198.0°","8.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1285,"2020-07-24 16:52:15","45.19948 N","9.1248 W","2020-07-24","12:56","198.0°","8.4 kn","CEUTA","Jul 28, 04:00","3.2 m"
1284,"2020-07-24 15:52:19","45.19948 N","9.1248 W","2020-07-24","12:56","198.0°","8.4 kn","MAAGA","Jul 29, 12:00","3.2 m"
1283,"2020-07-24 14:52:25","45.21273 N","9.11901 W","2020-07-24","12:50","193.0°","8.2 kn","MAAGA","Jul 29, 12:00","3.2 m"
1282,"2020-07-24 13:52:14","46.86933 N","8.33358 W","2020-07-24","00:15","194.0°","8.6 kn","BIRKENHEAD","Jun 27, 12:00","4.7 m"
